nichd,gam_score,ade
toddler,-1.98329258815388e-06,21604762_36718312
early_adolescence,0.544794555200459,21600658_37219798
early_childhood,0.341421038694558,21600658_37219798
infancy,0.123445062234627,21600658_37219798
late_adolescence,0.641403805975954,21600658_37219798
middle_childhood,0.445762482033569,21600658_37219798
term_neonatal,0.0129881489902711,21600658_37219798
toddler,0.233316643607633,21600658_37219798
early_adolescence,0.000193697376067853,21603756_35809207
early_childhood,0.000113756334642069,21603756_35809207
infancy,2.74719394215229e-05,21603756_35809207
late_adolescence,0.000229948550067281,21603756_35809207
middle_childhood,0.000155140131493529,21603756_35809207
term_neonatal,-1.59726860772696e-05,21603756_35809207
toddler,7.08647573460628e-05,21603756_35809207
early_adolescence,-0.000191691134436901,21600193_35708100
early_childhood,-3.48147911652946e-05,21600193_35708100
infancy,0.000140035773364656,21600193_35708100
late_adolescence,-0.000267634394168196,21600193_35708100
middle_childhood,-0.000114974121429453,21600193_35708100
term_neonatal,0.000231340478240024,21600193_35708100
toddler,5.04350285565223e-05,21600193_35708100
early_adolescence,-5.85424192944446e-06,21603911_36313594
early_childhood,-3.19656742846462e-06,21603911_36313594
infancy,-8.17914870337434e-07,21603911_36313594
late_adolescence,-7.29560292709173e-06,21603911_36313594
middle_childhood,-4.47852679133419e-06,21603911_36313594
term_neonatal,3.09070899462534e-07,21603911_36313594
toddler,-1.97960422940681e-06,21603911_36313594
early_adolescence,7.91083695826362e-06,43534769_36718433
early_childhood,5.07918781073796e-07,43534769_36718433
infancy,-4.63745516474488e-06,43534769_36718433
late_adolescence,1.2531536444394e-05,43534769_36718433
middle_childhood,3.85286072805748e-06,43534769_36718433
term_neonatal,-6.86225685261513e-06,43534769_36718433
toddler,-2.24970642027014e-06,43534769_36718433
early_adolescence,-0.00087582157088162,40255958_35205034
early_childhood,-0.000476326274149554,40255958_35205034
infancy,-7.60560526774764e-05,40255958_35205034
late_adolescence,-0.00107383938700963,40255958_35205034
middle_childhood,-0.000676651022155535,40255958_35205034
term_neonatal,0.000121494098366944,40255958_35205034
toddler,-0.00027569551566157,40255958_35205034
early_adolescence,0.208420967227991,21602884_35205136
early_childhood,0.115193196354554,21602884_35205136
infancy,0.0274557773654151,21602884_35205136
late_adolescence,0.257108633300133,21602884_35205136
middle_childhood,0.160977590639311,21602884_35205136
term_neonatal,-0.0155287498306519,21602884_35205136
toddler,0.0708531585387064,21602884_35205136
early_adolescence,-2.38806148944657e-05,21603967_36919054
early_childhood,-1.44363704263598e-05,21603967_36919054
infancy,-5.0848329299971e-06,21603967_36919054
late_adolescence,-2.84953356465726e-05,21603967_36919054
middle_childhood,-1.91824294669868e-05,21603967_36919054
term_neonatal,-4.59828970666907e-07,21603967_36919054
toddler,-9.73159478252359e-06,21603967_36919054
early_adolescence,-1.46034285817184e-05,21603607_36516888
early_childhood,-9.57982208591014e-06,21603607_36516888
infancy,-4.2318360835692e-06,21603607_36516888
late_adolescence,-1.68529901510761e-05,21603607_36516888
middle_childhood,-1.21760038160447e-05,21603607_36516888
term_neonatal,-1.52399921968627e-06,21603607_36516888
toddler,-6.92107621117223e-06,21603607_36516888
early_adolescence,-3.50980457150311e-05,21604422_36718280
early_childhood,-2.08189840044506e-05,21604422_36718280
infancy,-6.24950238493494e-06,21604422_36718280
late_adolescence,-4.21247946281023e-05,21604422_36718280
middle_childhood,-2.80015065524338e-05,21604422_36718280
term_neonatal,1.1277090861991e-06,21604422_36718280
toddler,-1.35699501726155e-05,21604422_36718280
early_adolescence,0.000340086007322251,21603110_36516837
early_childhood,0.000209228917155518,21603110_36516837
infancy,6.95199101252773e-05,21603110_36516837
late_adolescence,0.000402219207284682,21603110_36516837
middle_childhood,0.000275740083009917,21603110_36516837
term_neonatal,-1.6067049383566e-06,21603110_36516837
toddler,0.000140129294063863,21603110_36516837
early_adolescence,0.236348238852286,21603074_36110552
early_childhood,0.147571806235616,21603074_36110552
infancy,0.0565754478937068,21603074_36110552
late_adolescence,0.278950938521542,21603074_36110552
middle_childhood,0.192568720531739,21603074_36110552
term_neonatal,0.0107867423303588,21603074_36110552
toddler,0.102135223959253,21603074_36110552
early_adolescence,0.434175530810984,21604714_36313153
early_childhood,0.249514827199602,21604714_36313153
infancy,0.0637930842972374,21604714_36313153
late_adolescence,0.525710379133584,21604714_36313153
middle_childhood,0.34242160532761,21604714_36313153
term_neonatal,-0.0285196311328004,21604714_36313153
toddler,0.156447983494815,21604714_36313153
early_adolescence,0.398731195455087,21603165_35205185
early_childhood,0.229652938028907,21603165_35205185
infancy,0.0618685249504479,21603165_35205185
late_adolescence,0.482845510625384,21603165_35205185
middle_childhood,0.31427500339316,21603165_35205185
term_neonatal,-0.0213300929671001,21603165_35205185
toddler,0.145464269751624,21603165_35205185
early_adolescence,-0.887870650642654,21604642_36315381
early_childhood,-0.490643431437792,21604642_36315381
infancy,-0.089856067304342,21604642_36315381
late_adolescence,-1.0844989544692,21604642_36315381
middle_childhood,-0.690033378163341,21604642_36315381
term_neonatal,0.108306354012155,21604642_36315381
toddler,-0.290079892802992,21604642_36315381
early_adolescence,1.4015915625876,21602726_35708093
early_childhood,1.0332375035696,21602726_35708093
infancy,0.659669289979155,21602726_35708093
late_adolescence,1.60188525781593,21602726_35708093
middle_childhood,1.2125543958886,21602726_35708093
term_neonatal,0.459824982017717,21602726_35708093
toddler,0.850204709497726,21602726_35708093
early_adolescence,0.753570156576565,21600863_36110491
early_childhood,0.479296717314773,21600863_36110491
infancy,0.184251434552628,21600863_36110491
late_adolescence,0.885185275020057,21600863_36110491
middle_childhood,0.618702959387775,21600863_36110491
term_neonatal,0.0335133048014516,21600863_36110491
toddler,0.333670435774026,21600863_36110491
early_adolescence,0.416924632139706,21602978_35909440
early_childhood,0.244281156802104,21602978_35909440
infancy,0.0723842088182943,21602978_35909440
late_adolescence,0.501663964942442,21602978_35909440
middle_childhood,0.330802649108493,21602978_35909440
term_neonatal,-0.0130676357883917,21602978_35909440
toddler,0.158104014403356,21602978_35909440
early_adolescence,0.64226694541826,21602909_37320170
early_childhood,0.409752408864504,21602909_37320170
infancy,0.15374817055533,21602909_37320170
late_adolescence,0.747621466198089,21602909_37320170
middle_childhood,0.529989508696056,21602909_37320170
term_neonatal,0.0217115787826998,21602909_37320170
toddler,0.28389020547317,21602909_37320170
early_adolescence,-0.868259520458335,21600946_36919050
early_childhood,-0.548665631526299,21600946_36919050
infancy,-0.223785151599908,21600946_36919050
late_adolescence,-1.02771224482086,21600946_36919050
middle_childhood,-0.709098551894702,21600946_36919050
term_neonatal,-0.0602151015318352,21600946_36919050
toddler,-0.386742881844175,21600946_36919050
early_adolescence,0.000223079960656332,21602204_35708208
early_childhood,0.00016675077118586,21602204_35708208
infancy,0.000105902906640545,21602204_35708208
late_adolescence,0.000249201530704557,21602204_35708208
middle_childhood,0.000195781746716979,21602204_35708208
term_neonatal,7.38385805065879e-05,21602204_35708208
toddler,0.000136732680358611,21602204_35708208
early_adolescence,-3.72174543055774e-06,21603921_36009892
early_childhood,-1.34995331221532e-06,21603921_36009892
infancy,4.40116866666531e-07,21603921_36009892
late_adolescence,-4.9820799192384e-06,21603921_36009892
middle_childhood,-2.48517255523597e-06,21603921_36009892
term_neonatal,1.22876632024515e-06,21603921_36009892
toddler,-3.94443506783264e-07,21603921_36009892
early_adolescence,2.05825635349013e-05,21604344_35809381
early_childhood,1.28644061085139e-05,21604344_35809381
infancy,5.18835445916744e-06,21604344_35809381
late_adolescence,2.43859456234966e-05,21604344_35809381
middle_childhood,1.67346544336493e-05,21604344_35809381
term_neonatal,1.33641497641583e-06,21604344_35809381
toddler,9.01836913396793e-06,21604344_35809381
early_adolescence,6.0034097209117e-06,21602700_37320170
early_childhood,-6.16633194013129e-06,21602700_37320170
infancy,-1.39296395022014e-05,21602700_37320170
late_adolescence,1.33196111113137e-05,21602700_37320170
middle_childhood,-6.82637843720951e-07,21602700_37320170
term_neonatal,-1.70755865071693e-05,21602700_37320170
toddler,-1.04464830064454e-05,21602700_37320170
early_adolescence,-4.14178734127751e-05,21603864_35809019
early_childhood,-2.57382315994825e-05,21603864_35809019
infancy,-1.0493392223318e-05,21603864_35809019
late_adolescence,-4.95369078053746e-05,21603864_35809019
middle_childhood,-3.34794081587146e-05,21603864_35809019
term_neonatal,-2.89846602558381e-06,21603864_35809019
toddler,-1.80971137015046e-05,21603864_35809019
early_adolescence,2.32231150682058,21603643_35406392
early_childhood,1.28515689031387,21603643_35406392
infancy,0.312390571757305,21603643_35406392
late_adolescence,2.86801935592524,21603643_35406392
middle_childhood,1.79345314990551,21603643_35406392
term_neonatal,-0.164057079869312,21603643_35406392
toddler,0.793501425436701,21603643_35406392
early_adolescence,2.50987240640827,43534790_36919235
early_childhood,1.8903655625517,43534790_36919235
infancy,1.30516668234811,43534790_36919235
late_adolescence,2.80138163098327,43534790_36919235
middle_childhood,2.19950713635176,43534790_36919235
term_neonatal,0.996054430008219,43534790_36919235
toddler,1.59683656165653,43534790_36919235
early_adolescence,7.48815690901725e-06,21602256_35708675
early_childhood,4.19929490274462e-06,21602256_35708675
infancy,9.5707832931091e-07,21602256_35708675
late_adolescence,9.12896750201777e-06,21602256_35708675
middle_childhood,5.84254783386807e-06,21602256_35708675
term_neonatal,-6.45957369785726e-07,21602256_35708675
toddler,2.57034491274008e-06,21602256_35708675
early_adolescence,-0.000157306492210371,21600098_36718418
early_childhood,-9.75527286022742e-05,21600098_36718418
infancy,-3.73955290750752e-05,21600098_36718418
late_adolescence,-0.000187184904610317,21600098_36718418
middle_childhood,-0.000127460287122402,21600098_36718418
term_neonatal,-7.2211593456621e-06,21600098_36718418
toddler,-6.75213300668468e-05,21600098_36718418
early_adolescence,0.77688608356778,21603777_35809243
early_childhood,0.445215083017535,21603777_35809243
infancy,0.13074018095429,21603777_35809243
late_adolescence,0.948702431038005,21603777_35809243
middle_childhood,0.607682230586587,21603777_35809243
term_neonatal,-0.0247425359887596,21603777_35809243
toddler,0.286770196848581,21603777_35809243
early_adolescence,1.50609516706447e-05,21604712_36312568
early_childhood,9.59276094672008e-06,21604712_36312568
infancy,4.2034778983242e-06,21604712_36312568
late_adolescence,1.77502020758248e-05,21604712_36312568
middle_childhood,1.23344811699165e-05,21604712_36312568
term_neonatal,1.56209320221876e-06,21604712_36312568
toddler,6.88153885591384e-06,21604712_36312568
early_adolescence,5.0013036224694e-06,21602338_36313091
early_childhood,2.63381204463003e-06,21602338_36313091
infancy,3.52202513796157e-07,21602338_36313091
late_adolescence,6.19250705339023e-06,21602338_36313091
middle_childhood,3.81068587575107e-06,21602338_36313091
term_neonatal,-7.66175677186133e-07,21602338_36313091
toddler,1.48220956815862e-06,21602338_36313091
early_adolescence,1.05998225840547e-06,21604562_37622444
early_childhood,6.29277786014449e-07,21604562_37622444
infancy,1.43370655232073e-07,21604562_37622444
late_adolescence,1.24685110314927e-06,21604562_37622444
middle_childhood,8.56270170324336e-07,21604562_37622444
term_neonatal,-1.03247924519083e-07,21604562_37622444
toddler,3.88875119672113e-07,21604562_37622444
early_adolescence,-7.07636654005055e-05,21604437_35205230
early_childhood,-4.31551587961087e-05,21604437_35205230
infancy,-1.55103335847803e-05,21604437_35205230
late_adolescence,-8.46292434714899e-05,21604437_35205230
middle_childhood,-5.69613713003208e-05,21604437_35205230
term_neonatal,-1.68552320203521e-06,21604437_35205230
toddler,-2.93342825072312e-05,21604437_35205230
early_adolescence,-0.00200333471405375,21601787_35809134
early_childhood,-0.00120060027173318,21601787_35809134
infancy,-0.000409718176920727,21601787_35809134
late_adolescence,-0.00240826924651201,21601787_35809134
middle_childhood,-0.0016001317943444,21601787_35809134
term_neonatal,-1.60162688828493e-05,21601787_35809134
toddler,-0.000804218376667862,21601787_35809134
early_adolescence,-2.01507352254343e-05,21603897_35707907
early_childhood,-1.03849715894071e-05,21603897_35707907
infancy,-1.70459912360983e-06,21603897_35707907
late_adolescence,-2.51813037174251e-05,21603897_35707907
middle_childhood,-1.51701962798342e-05,21603897_35707907
term_neonatal,2.43522213608206e-06,21603897_35707907
toddler,-5.93227137013716e-06,21603897_35707907
early_adolescence,0.000790818174047669,21602931_36516967
early_childhood,0.000460120712951513,21602931_36516967
infancy,0.000131654669135415,21602931_36516967
late_adolescence,0.000953725669561978,21602931_36516967
middle_childhood,0.000625661958653263,21602931_36516967
term_neonatal,-3.16810602245428e-05,21602931_36516967
toddler,0.00029544566803138,21602931_36516967
early_adolescence,-0.228290382670887,21604643_35909518
early_childhood,-0.132140396395681,21604643_35909518
infancy,-0.0353177690997686,21604643_35909518
late_adolescence,-0.275596767688746,21604643_35909518
middle_childhood,-0.180386441188862,21604643_35909518
term_neonatal,0.01279229357556,21604643_35909518
toddler,-0.083705503843464,21604643_35909518
early_adolescence,-0.00177970725994361,21603912_35205025
early_childhood,-0.000851172025108484,21603912_35205025
infancy,4.8745292666742e-05,21603912_35205025
late_adolescence,-0.00224683181707459,21603912_35205025
middle_childhood,-0.00131235335732431,21603912_35205025
term_neonatal,0.000492051723310877,21603912_35205025
toddler,-0.00039854583407765,21603912_35205025
early_adolescence,2.30530271490772,21601435_35204954
early_childhood,1.30681981062554,21601435_35204954
infancy,0.334226934601319,21601435_35204954
late_adolescence,2.81627271873201,21601435_35204954
middle_childhood,1.80354186654401,21601435_35204954
term_neonatal,-0.145238655576324,21601435_35204954
toddler,0.817123559591863,21601435_35204954
early_adolescence,0.0909468912933096,21600718_36718317
early_childhood,0.0542390985147115,21600718_36718317
infancy,0.0181429231910375,21600718_36718317
late_adolescence,0.110082734834721,21600718_36718317
middle_childhood,0.0723422399723129,21600718_36718317
term_neonatal,7.12178634073472e-06,21600718_36718317
toddler,0.0362192220369715,21600718_36718317
early_adolescence,2.05913391476522,21603312_35506590
early_childhood,1.02400592173255,21603312_35506590
infancy,0.1245725472744,21603312_35506590
late_adolescence,2.63625994695365,21603312_35506590
middle_childhood,1.519224768279,21603312_35506590
term_neonatal,-0.305739883680516,21603312_35506590
toddler,0.563706985233208,21603312_35506590
early_adolescence,7.83819760693379e-07,21603967_35305649
early_childhood,5.77537492117506e-07,21603967_35305649
infancy,3.04848462901783e-07,21603967_35305649
late_adolescence,8.77833132637713e-07,21603967_35305649
middle_childhood,6.86654960144078e-07,21603967_35305649
term_neonatal,1.56620234557851e-07,21603967_35305649
toddler,4.47933154835794e-07,21603967_35305649
early_adolescence,3.47322415099852e-06,21602730_35607457
early_childhood,1.86928870232003e-06,21602730_35607457
infancy,3.73932780020033e-07,21602730_35607457
late_adolescence,4.31660265544986e-06,21602730_35607457
middle_childhood,2.65476325009364e-06,21602730_35607457
term_neonatal,-3.55727629277871e-07,21602730_35607457
toddler,1.11227513846665e-06,21602730_35607457
early_adolescence,-1.35104379404384e-06,21603929_35306202
early_childhood,-7.13869681736448e-07,21603929_35306202
infancy,-1.03998499689724e-07,21603929_35306202
late_adolescence,-1.66982316411493e-06,21603929_35306202
middle_childhood,-1.03151539936285e-06,21603929_35306202
term_neonatal,1.89710557362707e-07,21603929_35306202
toddler,-4.03344044540866e-07,21603929_35306202
early_adolescence,0.219819967278198,21602623_35204928
early_childhood,0.128230420877527,21602623_35204928
infancy,0.037005531280292,21602623_35204928
late_adolescence,0.264849355838093,21602623_35204928
middle_childhood,0.174111884183471,21602623_35204928
term_neonatal,-0.00841616303276757,21602623_35204928
toddler,0.0825229845247282,21602623_35204928
early_adolescence,7.9828929091031e-05,21600100_35809019
early_childhood,4.1911104619346e-05,21600100_35809019
infancy,5.83398118485406e-06,21600100_35809019
late_adolescence,9.92983884079821e-05,21600100_35809019
middle_childhood,6.06561352569228e-05,21600100_35809019
term_neonatal,-1.1798617030385e-05,21600100_35809019
toddler,2.36711907395533e-05,21600100_35809019
early_adolescence,0.019207772008616,21603916_36718132
early_childhood,0.0111897920142443,21603916_36718132
infancy,0.00299943016815394,21603916_36718132
late_adolescence,0.0231734351012575,21603916_36718132
middle_childhood,0.0152157172523256,21603916_36718132
term_neonatal,-0.00110740238202179,21603916_36718132
toddler,0.0071066632037449,21603916_36718132
early_adolescence,0.940472833245105,21600099_35205025
early_childhood,0.751391118732296,21600099_35205025
infancy,0.519993111251007,21600099_35205025
late_adolescence,1.03666057662049,21600099_35205025
middle_childhood,0.847757238180214,21600099_35205025
term_neonatal,0.387616267042231,21600099_35205025
toddler,0.642832942026171,21600099_35205025
early_adolescence,-2.3546175178888e-06,21601786_36718171
early_childhood,-1.63296791638866e-07,21601786_36718171
infancy,9.3235132885231e-07,21601786_36718171
late_adolescence,-3.79704317877388e-06,21601786_36718171
middle_childhood,-1.06790035807109e-06,21601786_36718171
term_neonatal,1.35526392713293e-06,21601786_36718171
toddler,4.56385677896387e-07,21601786_36718171
early_adolescence,0.000202070549912398,21602516_36211464
early_childhood,0.000113330141992509,21602516_36211464
infancy,2.64833200517036e-05,21602516_36211464
late_adolescence,0.000246777080078368,21602516_36211464
middle_childhood,0.000157570732359357,21602516_36211464
term_neonatal,-1.64144843060182e-05,21602516_36211464
toddler,6.96474148856063e-05,21602516_36211464
early_adolescence,-3.98139645632979e-05,21603514_36110229
early_childhood,-2.1649425458138e-05,21603514_36110229
infancy,-4.18790289604426e-06,21603514_36110229
late_adolescence,-4.90390071696599e-05,21603514_36110229
middle_childhood,-3.06589094301187e-05,21603514_36110229
term_neonatal,4.34567055239401e-06,21603514_36110229
toddler,-1.28405702446842e-05,21603514_36110229
early_adolescence,5.12712807466716e-07,21602735_35306203
early_childhood,3.96199072570438e-07,21602735_35306203
infancy,1.49982138703594e-07,21602735_35306203
late_adolescence,5.21995062877886e-07,21602735_35306203
middle_childhood,4.78824373930736e-07,21602735_35306203
term_neonatal,1.42775964485055e-08,21602735_35306203
toddler,2.80731857770774e-07,21602735_35306203
early_adolescence,3.6116931503054e-06,21604749_36718320
early_childhood,1.84055281145245e-06,21604749_36718320
infancy,-1.59672754911206e-07,21604749_36718320
late_adolescence,4.31893603746567e-06,21604749_36718320
middle_childhood,2.78658424909742e-06,21604749_36718320
term_neonatal,-1.16072739076468e-06,21604749_36718320
toddler,8.44912812991371e-07,21604749_36718320
early_adolescence,2.33898173700699e-05,21602921_36009871
early_childhood,1.87554360663135e-05,21602921_36009871
infancy,1.45712787090829e-05,21602921_36009871
late_adolescence,2.5640581676972e-05,21602921_36009871
middle_childhood,2.11089742549191e-05,21602921_36009871
term_neonatal,1.28453563840247e-05,21602921_36009871
toddler,1.65278504204066e-05,21602921_36009871
early_adolescence,0.00103877531476836,21602792_35205037
early_childhood,0.000656810353912238,21602792_35205037
infancy,0.000236566330178539,21602792_35205037
late_adolescence,0.0012169456783473,21602792_35205037
middle_childhood,0.000855045765425837,21602792_35205037
term_neonatal,2.31442040547449e-05,21602792_35205037
toddler,0.000448769035372287,21602792_35205037
early_adolescence,-6.03220553935151e-06,21604516_35205029
early_childhood,-4.03061086272519e-06,21604516_35205029
infancy,-1.96856292274904e-06,21604516_35205029
late_adolescence,-6.97826485696621e-06,21604516_35205029
middle_childhood,-5.03807779509875e-06,21604516_35205029
term_neonatal,-9.17402477021768e-07,21604516_35205029
toddler,-3.00819251950851e-06,21604516_35205029
early_adolescence,0.209074764000159,21602320_35909594
early_childhood,0.123342592470395,21602320_35909594
infancy,0.0361981025455429,21602320_35909594
late_adolescence,0.250643658273796,21602320_35909594
middle_childhood,0.166617340935849,21602320_35909594
term_neonatal,-0.00734959042751184,21602320_35909594
toddler,0.0797795285936764,21602320_35909594
early_adolescence,7.74951422201786e-05,21600955_37219897
early_childhood,4.36863514494317e-05,21600955_37219897
infancy,1.07191947939233e-05,21600955_37219897
late_adolescence,9.42080995585329e-05,21600955_37219897
middle_childhood,6.05439093535912e-05,21600955_37219897
term_neonatal,-5.52589582135132e-06,21600955_37219897
toddler,2.70874765585072e-05,21600955_37219897
early_adolescence,4.62931594358653e-05,21604256_36316089
early_childhood,3.46136045219463e-05,21604256_36316089
infancy,2.09730323313384e-05,21604256_36316089
late_adolescence,5.19749571598974e-05,21604256_36316089
middle_childhood,4.05570179380516e-05,21604256_36316089
term_neonatal,1.34015677248383e-05,21604256_36316089
toddler,2.81706345077328e-05,21604256_36316089
early_adolescence,2.94409799236951e-05,21600819_36776531
early_childhood,2.81632383504585e-05,21600819_36776531
infancy,2.78012602714303e-05,21600819_36776531
late_adolescence,3.01857287413557e-05,21600819_36776531
middle_childhood,2.86884242027048e-05,21600819_36776531
term_neonatal,2.78967594479168e-05,21600819_36776531
toddler,2.79125221467882e-05,21600819_36776531
early_adolescence,9.61756825885571e-05,43534769_36110026
early_childhood,5.51907476889017e-05,43534769_36110026
infancy,1.46756966963864e-05,43534769_36110026
late_adolescence,0.000116283020896273,43534769_36110026
middle_childhood,7.57077848950467e-05,43534769_36110026
term_neonatal,-5.39061041282008e-06,43534769_36110026
toddler,3.48429839308118e-05,43534769_36110026
early_adolescence,-0.439024319938556,21604272_36818761
early_childhood,-0.253495089231789,21604272_36818761
infancy,-0.0757605751037113,21604272_36818761
late_adolescence,-0.532260122781281,21604272_36818761
middle_childhood,-0.345725197679907,21604272_36818761
term_neonatal,0.0115182624759758,21604272_36818761
toddler,-0.163741851181429,21604272_36818761
early_adolescence,1.00016890036134,21600096_36718323
early_childhood,0.568360649088694,21600096_36718323
infancy,0.135177733787406,21600096_36718323
late_adolescence,1.21109092772963,21600096_36718323
middle_childhood,0.786163041104471,21600096_36718323
term_neonatal,-0.0793687874740196,21600096_36718323
toddler,0.350890121578292,21600096_36718323
early_adolescence,2.25069751109079,21602690_35104270
early_childhood,1.80733499778546,21602690_35104270
infancy,1.36889866556089,21602690_35104270
late_adolescence,2.47745779659095,21602690_35104270
middle_childhood,2.03031856282447,21602690_35104270
term_neonatal,1.1304639404746,21602690_35104270
toddler,1.58901738155973,21602690_35104270
early_adolescence,1.56069543190466e-05,21602921_36313573
early_childhood,8.60725014029336e-06,21602921_36313573
infancy,1.7244838903811e-06,21602921_36313573
late_adolescence,1.89909713765467e-05,21602921_36313573
middle_childhood,1.2114290545556e-05,21602921_36313573
term_neonatal,-1.66907301503972e-06,21602921_36313573
toddler,5.14389052396893e-06,21602921_36313573
early_adolescence,0.000138221489228466,21603525_35808800
early_childhood,7.92575615183271e-05,21603525_35808800
infancy,2.11149372480074e-05,21603525_35808800
late_adolescence,0.000168121683324409,21603525_35808800
middle_childhood,0.000108660899889688,21603525_35808800
term_neonatal,-7.72386716968937e-06,21603525_35808800
toddler,5.00764321360818e-05,21603525_35808800
early_adolescence,-9.51461886965104e-05,21601700_35809131
early_childhood,-5.78224824779483e-05,21601700_35809131
infancy,-2.03577627113829e-05,21601700_35809131
late_adolescence,-0.000113882015423543,21601700_35809131
middle_childhood,-7.6489735226143e-05,21601700_35809131
term_neonatal,-1.59806402183418e-06,21601700_35809131
toddler,-3.91065710531487e-05,21601700_35809131
early_adolescence,0.000840685135265649,21602085_35809115
early_childhood,0.000446458616874909,21602085_35809115
infancy,7.30445856479796e-05,21602085_35809115
late_adolescence,0.00104358805122954,21602085_35809115
middle_childhood,0.000640756646116396,21602085_35809115
term_neonatal,-0.000109602931666613,21602085_35809115
toddler,0.000257715692682378,21602085_35809115
early_adolescence,1.33425474033289,21603165_37622518
early_childhood,0.743377732192805,21603165_37622518
infancy,0.173485147161188,21603165_37622518
late_adolescence,1.62916714039028,21603165_37622518
middle_childhood,1.03682262583631,21603165_37622518
term_neonatal,-0.106737760951647,21603165_37622518
toddler,0.45608617250033,21603165_37622518
early_adolescence,0.738243823749221,21605040_35708593
early_childhood,2.58739726081939,21605040_35708593
infancy,4.54390098823747,21605040_35708593
late_adolescence,-0.128438340775318,21605040_35708593
middle_childhood,1.63708719414512,21605040_35708593
term_neonatal,5.37507045414798,21605040_35708593
toddler,3.58108152451988,21605040_35708593
early_adolescence,-0.414032641538096,21604543_36313585
early_childhood,-0.265249643392951,21604543_36313585
infancy,-0.116942022999507,21604543_36313585
late_adolescence,-0.489000188552407,21604543_36313585
middle_childhood,-0.339240079362905,21604543_36313585
term_neonatal,-0.0422830025403388,21604543_36313585
toddler,-0.19127631047796,21604543_36313585
early_adolescence,0.0771279314633985,21604574_36110552
early_childhood,0.0519836647267016,21604574_36110552
infancy,0.0262788513122529,21604574_36110552
late_adolescence,0.0894179365685368,21604574_36110552
middle_childhood,0.0646779076966559,21604574_36110552
term_neonatal,0.0130892421609732,21604574_36110552
toddler,0.0392062539659507,21604574_36110552
early_adolescence,0.217900469549443,21604122_42889376
early_childhood,0.127393668190131,21604122_42889376
infancy,0.0375743934529572,21604122_42889376
late_adolescence,0.262511785480191,21604122_42889376
middle_childhood,0.172692318199961,21604122_42889376
term_neonatal,-0.00704677603926783,21604122_42889376
toddler,0.0823479163798364,21604122_42889376
early_adolescence,-5.22907691032206e-07,21600575_36211476
early_childhood,-3.18656026295397e-07,21600575_36211476
infancy,-1.99667413662809e-07,21600575_36211476
late_adolescence,-6.67815009693067e-07,21600575_36211476
middle_childhood,-4.02994230709451e-07,21600575_36211476
term_neonatal,-1.45702326460819e-07,21600575_36211476
toddler,-2.55133323670849e-07,21600575_36211476
early_adolescence,1.47423146058099e-06,21604643_37521007
early_childhood,1.63705045716201e-06,21604643_37521007
infancy,1.57738014260193e-06,21604643_37521007
late_adolescence,1.37509277860761e-06,21604643_37521007
middle_childhood,1.5677297587894e-06,21604643_37521007
term_neonatal,1.46389325291342e-06,21604643_37521007
toddler,1.64924715168008e-06,21604643_37521007
early_adolescence,-0.689884520036293,21604714_35104812
early_childhood,-0.371488204410195,21604714_35104812
infancy,-0.0822066284683572,21604714_35104812
late_adolescence,-0.853083930763067,21604714_35104812
middle_childhood,-0.527945960087704,21604714_35104812
term_neonatal,0.0559032439626441,21604714_35104812
toddler,-0.223276739655803,21604714_35104812
early_adolescence,5.64102861734084e-05,21604718_35306246
early_childhood,3.3635088543559e-05,21604718_35306246
infancy,1.14386942412635e-05,21604718_35306246
late_adolescence,6.8422333875878e-05,21604718_35306246
middle_childhood,4.48493762179291e-05,21604718_35306246
term_neonatal,2.46799412207603e-07,21604718_35306246
toddler,2.25795289740955e-05,21604718_35306246
early_adolescence,-0.00323650020426104,21603917_35708164
early_childhood,-0.00185510648313588,21603917_35708164
infancy,-0.000530240645419764,21603917_35708164
late_adolescence,-0.00393305285029392,21603917_35708164
middle_childhood,-0.00254115170865,21603917_35708164
term_neonatal,0.000121267637013409,21603917_35708164
toddler,-0.00118657190099741,21603917_35708164
early_adolescence,0.896930520270553,21602690_35607294
early_childhood,0.538154170300138,21602690_35607294
infancy,0.169389646821751,21602690_35607294
late_adolescence,1.07481956453814,21602690_35607294
middle_childhood,0.718243469706231,21602690_35607294
term_neonatal,-0.0176202557944413,21602690_35607294
toddler,0.355310263873381,21602690_35607294
early_adolescence,-2.98788897046616e-05,21600084_36416595
early_childhood,-1.88325832116989e-05,21600084_36416595
infancy,-7.40902995510204e-06,21600084_36416595
late_adolescence,-3.52507109407599e-05,21600084_36416595
middle_childhood,-2.44193492145143e-05,21600084_36416595
term_neonatal,-1.65086523981238e-06,21600084_36416595
toddler,-1.31471656754862e-05,21600084_36416595
early_adolescence,2.21936048385326,21602256_37622445
early_childhood,1.31404205901311,21602256_37622445
infancy,0.404019569214424,21602256_37622445
late_adolescence,2.65803593852091,21602256_37622445
middle_childhood,1.76935987887068,21602256_37622445
term_neonatal,-0.049637080151852,21602256_37622445
toddler,0.858478560193357,21602256_37622445
early_adolescence,9.24672576156094e-05,21602806_36416501
early_childhood,5.76677156626483e-05,21602806_36416501
infancy,2.16863027196487e-05,21602806_36416501
late_adolescence,0.000109417727273882,21602806_36416501
middle_childhood,7.52630158679788e-05,21602806_36416501
term_neonatal,3.4713013740252e-06,21602806_36416501
toddler,3.97607301052188e-05,21602806_36416501
early_adolescence,1.49407181544127,21602919_36313350
