drugA,drugB,meddra,type,dynamic,n_injected
21604571,21604888,36211190,negative,,0
21602735,21601423,36416606,negative,,0
21602256,21601423,37219959,negative,,0
21601129,21602735,35708093,negative,,0
21603732,21605269,35809310,negative,,0
21601399,21603929,42889498,negative,,0
21600362,21604857,35104199,negative,,0
21602256,21603911,36315575,negative,,0
21601390,21601392,36416501,negative,,0
21603787,21603925,35809207,negative,,0
21601466,21601684,35205305,negative,,0
21602895,21604643,35204948,negative,,0
21603925,21603285,45885904,negative,,0
21603917,21603921,37320212,negative,,0
21601390,21603718,35204996,negative,,0
21602732,21603285,36110201,negative,,0
21601435,21605129,35104877,negative,,0
21602921,21603924,35707864,negative,,0
21601435,21603929,37019425,negative,,0
21603909,21603921,35708208,negative,,0
21603756,21603804,37522220,negative,,0
21600493,21604258,35909443,negative,,0
21602823,21603967,35708208,negative,,0
21601390,21601428,35707713,negative,,0
21603131,21603929,36009891,negative,,0
21602256,21603911,36311983,negative,,0
21600034,21602736,35708202,negative,,0
21602256,21603911,36516957,negative,,0
21600083,21601392,35708093,negative,,0
21600098,21603967,35809054,negative,,0
21603356,21603514,36718555,negative,,0
21601911,21602737,35104883,negative,,0
21601392,21601423,35707751,negative,,0
21604559,21604655,36919231,negative,,0
21602256,21603911,35809086,negative,,0
21604544,21604571,36919059,negative,,0
21603718,21605269,37019261,negative,,0
21602921,21604272,37622449,negative,,0
21603080,21604571,35708154,negative,,0
21603898,21603909,36718171,negative,,0
21601003,21602648,36110642,negative,,0
21604562,21604711,36776613,negative,,0
21602102,21601423,36718298,negative,,0
21600448,21602648,36311983,negative,,0
21604399,21604433,35809054,negative,,0
21600747,21602485,35205185,negative,,0
21604344,21604348,36211181,negative,,0
21604344,21603497,36110597,negative,,0
21603909,21603925,35708044,negative,,0
21602734,21603924,36315575,negative,,0
21601399,21601431,35909571,negative,,0
21603925,21603929,36009895,negative,,0
21600100,21603312,37522181,negative,,0
21601423,21603921,37622449,negative,,0
21602256,21603825,37119745,negative,,0
21602895,21604643,43053854,negative,,0
21600484,21601534,37622529,negative,,0
21601423,21603732,37522220,negative,,0
21603082,21603896,36617948,negative,,0
21602978,21603967,35708156,negative,,0
21604436,21603285,36110597,negative,,0
21600493,21604210,35909571,negative,,0
21601423,21603929,36009918,negative,,0
21601435,21603929,35909469,negative,,0
21602734,21601390,35708663,negative,,0
21604348,21603312,36718132,negative,,0
21601518,21601534,36313176,negative,,0
21600493,21600863,35104877,negative,,0
21604399,21604431,36718530,negative,,0
21600747,21602823,42889636,negative,,0
21601200,21602737,37622449,negative,,0
21602256,21603825,37119714,negative,,0
21604415,21604714,36211496,negative,,0
21603925,21603927,35809327,negative,,0
21601129,21603929,43053808,negative,,0
21603911,21603921,36110536,negative,,0
21602338,21602735,35104746,negative,,0
21601423,21603748,35204996,negative,,0
21604712,21604741,36516867,negative,,0
21603312,21603497,35708156,negative,,0
21604260,21604571,36718132,negative,,0
21604115,21604436,35809327,negative,,0
21602136,21603356,36009700,negative,,0
21603911,21603929,35707930,negative,,0
21604260,21604566,35204970,negative,,0
21603080,21604348,37622449,negative,,0
21602978,21603925,35809310,negative,,0
21603945,21603641,36818729,negative,,0
21600097,21603082,37320098,negative,,0
21604415,21604436,36416500,negative,,0
21604711,21604741,36718132,negative,,0
21604422,21604559,36919236,negative,,0
21600084,21600493,36718347,negative,,0
21601390,21601423,36110986,negative,,0
21601423,21603929,35707864,negative,,0
21601431,21603925,35104177,negative,,0
21603908,21603929,36718171,negative,,0
21600083,21603019,35809054,negative,,0
21601161,21605129,35809059,negative,,0
21603756,21603929,36110597,negative,,0
21602730,21602735,36617309,negative,,0
21601392,21601431,37019318,negative,,0
21603929,21604344,35809131,negative,,0
21601394,21603732,36617218,negative,,0
21602970,21604516,36718265,negative,,0
21604433,21604559,35809327,negative,,0
21602485,21604655,36918858,negative,,0
21602338,21603925,35708067,negative,,0
21601399,21601432,35809327,negative,,0
21601036,21604566,36718354,negative,,0
21604559,21604571,35809054,negative,,0
21604714,21604762,36718321,negative,,0
21603908,21603929,36211462,negative,,0
21604393,21604436,36718540,negative,,0
21604393,21604643,37522220,negative,,0
21601390,21603749,35104177,negative,,0
21602737,21603929,36313550,negative,,0
21603898,21603917,45886143,negative,,0
21604272,21604566,36718321,negative,,0
21600505,21600604,35809054,negative,,0
21602085,21603131,35708154,negative,,0
21602737,21604344,36718132,negative,,0
21603895,21603896,36009901,negative,,0
21600575,21604348,36110642,negative,,0
21603161,21603163,35104074,negative,,0
21600096,21604131,35104877,negative,,0
21604436,21604574,35809367,negative,,0
21602732,21603929,35104199,negative,,0
21601423,21603908,37320197,negative,,0
21602732,21601392,36110874,negative,,0
21603908,21603929,36516951,negative,,0
21602256,21603911,35707984,negative,,0
21604884,21603448,36718440,negative,,0
21600965,21600449,35708208,negative,,0
21602338,21601423,35708202,negative,,0
21600493,21603448,35708202,negative,,0
21601390,21603925,36110922,negative,,0
21600493,21603448,36416501,negative,,0
21601390,21603718,35122884,negative,,0
21601423,21603732,35708154,negative,,0
21602256,21603911,46276591,negative,,0
21601392,21601399,36110015,negative,,0
21602102,21603718,35708093,negative,,0
21604436,21604574,36718563,negative,,0
21603929,21603980,35809079,negative,,0
21604544,21604740,42889636,negative,,0
21601390,21603748,36110597,negative,,0
21601518,21604305,37522220,negative,,0
21602730,21601390,36516876,negative,,0
21602734,21601435,35104113,negative,,0
21604344,21604348,35205034,negative,,0
21603980,21603448,36919236,negative,,0
21600083,21600493,35104877,negative,,0
21603718,21603851,35104883,negative,,0
21604417,21604431,36919230,negative,,0
21601394,21603718,36313476,negative,,0
21602732,21603019,35708093,negative,,0
21604094,21604577,37219893,negative,,0
21601045,21603356,42889536,negative,,0
21601390,21603924,35707864,negative,,0
21601423,21601435,35104161,negative,,0
21603732,21603929,35708202,negative,,0
21601129,21602823,36818729,negative,,0
21600093,21604436,35809044,negative,,0
21602732,21603718,35104165,negative,,0
21601390,21601431,35809054,negative,,0
21604272,21604566,36718301,negative,,0
21601003,21600449,35809243,negative,,0
21602102,21602737,35104812,negative,,0
21602136,21603288,36312161,negative,,0
21603967,21603980,37219893,negative,,0
21601423,21603909,36110888,negative,,0
21600096,21603968,35809054,negative,,0
21604711,21604888,35809310,negative,,0
21604436,21603448,35809054,negative,,0
21603082,21603613,36416595,negative,,0
21601394,21601450,36617295,negative,,0
21601467,21602648,35205038,negative,,0
21601390,21604422,37622529,negative,,0
21601435,21603732,36110597,negative,,0
21604433,21604574,35809329,negative,,0
21603908,21603917,35809323,negative,,0
21601751,21603925,36617948,negative,,0
21604415,21604440,35809327,negative,,0
21602256,21603911,36516824,negative,,0
21600663,21603929,788653,negative,,0
21604422,21604566,35909518,negative,,0
21600096,21603392,35809079,negative,,0
21603896,21603925,36110380,negative,,0
21602732,21602735,35506448,negative,,0
21600663,21603908,36110649,negative,,0
21604422,21604436,35708208,negative,,0
21600493,21602730,36516812,negative,,0
21601423,21601433,35104877,negative,,0
21602730,21601429,36416501,negative,,0
21601670,21604431,36818729,negative,,0
21603151,21603156,36313553,negative,,0
21600096,21604210,35909437,negative,,0
21600362,21603135,35707763,negative,,0
21602338,21604436,42889498,negative,,0
21603900,21604425,35708093,negative,,0
21602256,21604655,35809310,negative,,0
21600493,21601518,37622529,negative,,0
21602732,21603925,37019318,negative,,0
21604422,21604762,36718220,negative,,0
21602734,21601435,36313176,negative,,0
21601399,21603896,35707751,negative,,0
21600575,21604344,35809054,negative,,0
21600135,21602485,36918858,negative,,0
21604417,21604711,36919235,negative,,0
21601435,21603929,35506459,negative,,0
21602737,21604348,35809243,negative,,0
21602338,21602735,36009895,negative,,0
21602735,21603082,42890392,negative,,0
21601390,21601423,36516812,negative,,0
21601390,21601435,36110974,negative,,0
21603925,21605129,35809054,negative,,0
21603009,21603607,37219871,negative,,0
21602735,21603909,35708100,negative,,0
21604544,21604711,35809115,negative,,0
21604559,21603448,36211190,negative,,0
21604402,21604677,37220005,negative,,0
21601399,21603924,35809327,negative,,0
21603929,21603448,35708154,negative,,0
21602735,21602737,37622449,negative,,0
21600448,21602648,36311887,negative,,0
21601036,21604434,36918937,negative,,0
21604544,21604762,36718320,negative,,0
21602256,21603911,35607441,negative,,0
21603911,21603968,42889847,negative,,0
21603732,21603761,35104113,negative,,0
21600747,21601789,35305560,negative,,0
21600732,21603392,35306246,negative,,0
21603968,21604712,42889647,negative,,0
21600083,21604571,35104877,negative,,0
21600084,21601518,35809054,negative,,0
21600575,21603312,35708154,negative,,0
21600965,21602648,35809054,negative,,0
21602485,21602754,37622465,negative,,0
43534821,21603929,35809327,negative,,0
21604415,21604431,36211496,negative,,0
21604344,21604348,36313573,negative,,0
21601399,21603896,36211705,negative,,0
21600816,21603356,36718132,negative,,0
21603312,21603392,35205184,negative,,0
21604131,21604344,35708208,negative,,0
21602338,21603925,35205240,negative,,0
21604415,21604431,35809310,negative,,0
21603718,21603925,35104877,negative,,0
21602102,21602730,35708208,negative,,0
21601161,21605129,36111004,negative,,0
21601423,21603927,35708154,negative,,0
21600100,21604344,35809054,negative,,0
21600493,21601435,35708202,negative,,0
21601423,21603732,36313524,negative,,0
21603911,21603929,36211556,negative,,0
21602977,21604422,35809310,negative,,0
21604440,40255958,36776613,negative,,0
21600663,21603921,35809104,negative,,0
1588697,21605129,36110597,negative,,0
21603154,21603164,35104074,negative,,0
21603925,21603927,36009901,negative,,0
21601423,21601431,35708093,negative,,0
21603908,21603921,35809323,negative,,0
21603081,21601390,37019321,negative,,0
21604434,21604566,35607284,negative,,0
21601390,21603718,37219880,negative,,0
21602732,21604432,43053854,negative,,0
21600505,21605269,35104877,negative,,0
21601435,21603732,35708208,negative,,0
21603917,21604433,35204948,negative,,0
21600965,21602648,35708202,negative,,0
21601390,21601429,35809054,negative,,0
21602735,21603925,37622529,negative,,0
21602730,21601423,35204960,negative,,0
21603288,21603312,36211461,negative,,0
21604711,21604718,36918858,negative,,0
21604272,21604348,35104877,negative,,0
21602732,21602734,36009891,negative,,0
21603967,21603980,36416514,negative,,0
21603929,21604590,35809054,negative,,0
21601423,21601435,35737628,negative,,0
21603082,21603131,35809054,negative,,0
21603288,21603356,37219810,negative,,0
21600604,21601911,36416514,negative,,0
21601431,21603896,42889494,negative,,0
21602737,21604344,37320197,negative,,0
21603135,21603924,36009895,negative,,0
21600084,21601161,35809054,negative,,0
21600083,21602732,35205038,negative,,0
21604344,21603448,36516812,negative,,0
21604433,21604643,35909508,negative,,0
21601423,21603909,36416606,negative,,0
21603732,21603851,35104877,negative,,0
21603896,21603927,35104885,negative,,0
21602735,21601390,35809120,negative,,0
21604431,21604436,36718119,negative,,0
21600083,21602730,36313476,negative,,0
21601751,21602735,36617948,negative,,0
21604344,21604436,35809054,negative,,0
21604115,21604434,35809054,negative,,0
21604543,21604544,35809079,negative,,0
21603082,21604348,37219907,negative,,0
21601129,21603906,35809054,negative,,0
21603288,21603312,42889536,negative,,0
21601534,21602653,35708093,negative,,0
21601431,21603895,36110642,negative,,0
21603967,21603980,36110709,negative,,0
21603980,21603481,35909443,negative,,0
21603082,21603131,37622499,negative,,0
21604344,21603448,36416606,negative,,0
21603911,21603929,35707866,negative,,0
21601431,21603925,36718132,negative,,0
21604418,21604425,36776613,negative,,0
21604344,21604417,35104161,negative,,0
21602735,21603980,35809243,negative,,0
21603967,21604344,35205025,negative,,0
21602338,21603896,36617948,negative,,0
21600604,21601911,35809079,negative,,0
21603732,21603748,35708496,negative,,0
21600083,21603392,37219907,negative,,0
21601435,21603718,37219826,negative,,0
21602730,21604348,35104877,negative,,0
21603131,21603718,37622499,negative,,0
21601399,21603896,36110974,negative,,0
21604544,21604566,36718312,negative,,0
21601161,21605129,37220008,negative,,0
21602735,21603929,36718537,negative,,0
21600575,21605129,35708202,negative,,0
21604640,21604655,36919231,negative,,0
21600493,21601435,37622455,negative,,0
21602102,21603929,36416606,negative,,0
21601466,21604745,36311918,negative,,0
21604562,21604714,35104165,negative,,0
21602256,21603911,36110534,negative,,0
21604431,21604711,36918858,negative,,0
21601518,21601785,35809054,negative,,0
21601390,21603929,42889647,negative,,0
21600096,21602256,35809019,negative,,0
21602732,21603929,37622529,negative,,0
21604559,21604757,36718540,negative,,0
21601423,21603756,35809054,negative,,0
21600965,21601518,36718132,negative,,0
21602732,21601390,35104304,negative,,0
21602485,21603980,35909456,negative,,0
21603905,21603911,36416534,negative,,0
21602256,21604571,35809307,negative,,0
21602096,21603135,35809327,negative,,0
21601431,21603756,37219942,negative,,0
21602734,21603924,37622529,negative,,0
21603009,21604305,35909517,negative,,0
21602730,21601435,36416589,negative,,0
21603967,21603980,35707713,negative,,0
21602735,21603911,35506459,negative,,0
21602338,21603925,36416514,negative,,0
21603909,21603921,36516818,negative,,0
21601394,21603748,35809054,negative,,0
21603909,21603968,36315261,negative,,0
21600494,21603929,35909508,negative,,0
21601003,21602648,45885570,negative,,0
21601435,21603732,35909571,negative,,0
21601423,21603929,35205259,negative,,0
21602737,21601390,36416637,negative,,0
21602735,21602985,37320212,negative,,0
21604543,21604566,35809054,negative,,0
21603908,21603968,35708202,negative,,0
21603748,21603929,37320212,negative,,0
21604559,21604562,36718347,negative,,0
21603911,21603927,35708093,negative,,0
21601450,21603732,35205230,negative,,0
21600303,21605129,35809054,negative,,0
21601423,21604434,35104877,negative,,0
21602085,21603131,35909437,negative,,0
21600448,21602648,35708202,negative,,0
21601390,21601431,36009894,negative,,0
21603080,21601390,35708093,negative,,0
21601423,21601428,36313371,negative,,0
21603909,21603917,36315261,negative,,0
21603905,21603917,36009833,negative,,0
21601518,21602732,35204966,negative,,0
21603756,21603929,35809120,negative,,0
21602256,21603909,37320205,negative,,0
21603967,21604348,36416501,negative,,0
21601129,45893488,37522220,negative,,0
21602256,21603911,35406307,negative,,0
21604422,21604542,35104879,negative,,0
21602732,21603908,36110922,negative,,0
21603732,21603749,36110347,negative,,0
21602338,21601392,35809327,negative,,0
21604417,21604571,35809327,negative,,0
21602735,21603080,37522220,negative,,0
21604344,21604348,35909571,negative,,0
21603905,21603968,35809323,negative,,0
21602256,21603911,36516761,negative,,0
21603288,21603514,35205038,negative,,0
21602730,21602737,36516959,negative,,0
21602256,21603909,35708093,negative,,0
21601747,21603925,35708093,negative,,0
21603980,21603607,35909443,negative,,0
21602735,21603911,36314856,negative,,0
21600100,21602485,37219871,negative,,0
21600493,21603800,35707713,negative,,0
21601129,21603968,36416606,negative,,0
21601423,21603917,36110649,negative,,0
21601423,21601431,35708369,negative,,0
21601423,21603929,45886143,negative,,0
21601129,21601423,35708044,negative,,0
21602737,21601423,36416501,negative,,0
21602485,21604714,36918858,negative,,0
21601390,21601392,36110597,negative,,0
21601390,21601423,37219945,negative,,0
21604344,21604348,35809155,negative,,0
21601789,21604434,42890557,negative,,0
21603009,21601390,35104877,negative,,0
21601129,21601423,36718132,negative,,0
21602256,21603911,36918904,negative,,0
21604415,21604566,35809327,negative,,0
21601431,21603929,35104074,negative,,0
21600100,21601390,35104109,negative,,0
21603967,21603980,35809083,negative,,0
21600493,21602921,36313524,negative,,0
21600399,21604757,36718370,negative,,0
21604432,21604440,36416500,negative,,0
21601423,21603800,36516951,negative,,0
21604393,21604436,35708208,negative,,0
21603732,21603800,37622449,negative,,0
21603009,21604272,35104877,negative,,0
21602485,21604571,37622465,negative,,0
21603009,21603448,35809054,negative,,0
21602735,21603929,36313240,negative,,0
21604422,21604544,36718220,negative,,0
21600493,21603929,35809315,negative,,0
21602485,21602800,35909443,negative,,0
21603895,21603897,36110736,negative,,0
21602734,21603921,37320212,negative,,0
21604344,21604434,35708202,negative,,0
21604418,21604559,36776613,negative,,0
21600135,21602256,35708208,negative,,0
21602732,21603924,35809207,negative,,0
21604431,21604574,36718321,negative,,0
21600493,21600575,37622529,negative,,0
21603967,21604348,35809310,negative,,0
21602737,21603448,35809054,negative,,0
21602921,21604571,35809054,negative,,0
21604559,21604571,36211190,negative,,0
21602735,21603909,35205025,negative,,0
21603898,21603921,35809329,negative,,0
21604559,21604741,36919230,negative,,0
21602732,21602734,36009895,negative,,0
21604516,21604571,35205038,negative,,0
21604419,21604574,36776613,negative,,0
21604399,21604643,37522220,negative,,0
21602895,21602898,35204948,negative,,0
21603732,21603748,35104691,negative,,0
21600193,21602485,35708156,negative,,0
21602256,21601423,35809327,negative,,0
21600494,21603929,35708208,negative,,0
21600395,21604434,36818729,negative,,0
21600096,21603911,35707866,negative,,0
21600096,21603896,35809310,negative,,0
21602734,21603080,36110552,negative,,0
21601423,21603896,35707763,negative,,0
21601423,21603718,35707864,negative,,0
21600575,21601428,36313534,negative,,0
21602730,21603793,35104877,negative,,0
21602085,21603851,35104877,negative,,0
21602102,21602737,35708067,negative,,0
21602256,21604559,45885696,negative,,0
21604559,21604563,37522220,negative,,0
21604272,21604643,36110642,negative,,0
21601518,21602732,36313534,negative,,0
21603732,21603929,35809225,negative,,0
21604344,21604348,35708240,negative,,0
21604417,21604433,36718530,negative,,0
21601129,21603908,37320205,negative,,0
21602256,21604431,36919230,negative,,0
21601390,21603800,35104109,negative,,0
21600575,21604348,36416595,negative,,0
21601423,21601435,37220014,negative,,0
21602730,21603804,36313524,negative,,0
21602096,21604857,36718301,negative,,0
21601423,21603929,36110649,negative,,0
21604193,21604272,37219905,negative,,0
21602732,21603896,42889498,negative,,0
21604543,21604544,36313976,negative,,0
21601390,21603929,42889365,negative,,0
21603967,21603980,36211297,negative,,0
21601518,21604305,37019321,negative,,0
21604571,21604714,37522220,negative,,0
21601518,21604643,36416563,negative,,0
21602734,21603896,36718132,negative,,0
21600505,21601394,35809207,negative,,0
21604544,21604562,35506601,negative,,0
21601423,21603929,36918984,negative,,0
21603980,21603514,36718347,negative,,0
21604556,21604751,36718458,negative,,0
21601003,21601518,36110597,negative,,0
21600975,21602338,35909508,negative,,0
21603905,21603968,35506459,negative,,0
21601419,21603749,35809327,negative,,0
21601428,21603929,36718155,negative,,0
21600816,21603448,36416606,negative,,0
21600098,21602485,36211303,negative,,0
21601423,21603929,35104177,negative,,0
21601435,21604399,35809327,negative,,0
21601390,21601435,35104113,negative,,0
21603980,21604711,35204966,negative,,0
21600098,21603909,37522220,negative,,0
21601518,21602653,36718132,negative,,0
21600097,21602338,37320193,negative,,0
21601435,21603929,37219850,negative,,0
21603967,21604348,36919046,negative,,0
21602732,21601390,35708202,negative,,0
21603896,21603925,37019321,negative,,0
21603288,21603356,36919207,negative,,0
21604544,21604562,36776613,negative,,0
21604559,21604562,36919046,negative,,0
21604415,21604566,36110597,negative,,0
21602102,21602737,35809041,negative,,0
21603929,21603968,36516812,negative,,0
21600658,21603897,36110874,negative,,0
21601518,21604272,35809170,negative,,0
21602734,21603896,35909469,negative,,0
21603908,21603929,36009833,negative,,0
21602102,21602737,35707866,negative,,0
21603980,21604714,36718132,negative,,0
21603912,21603929,36516818,negative,,0
21604640,21604745,45885696,negative,,0
21603980,21604718,36919230,negative,,0
21602734,21603925,36416501,negative,,0
21601423,21601428,36110597,negative,,0
21601399,21603896,45885904,negative,,0
21604559,21604562,35809310,negative,,0
21601423,21603929,36516848,negative,,0
21600096,21600493,35204948,negative,,0
21603908,21603968,35708208,negative,,0
21604438,21604544,36110649,negative,,0
21601518,21604643,35205240,negative,,0
21600096,21600484,35104877,negative,,0
21601390,21601423,35809327,negative,,0
21600604,21601518,35809207,negative,,0
21601747,21604751,36718235,negative,,0
21604344,21604348,35809207,negative,,0
21604272,21604434,36718354,negative,,0
21603917,21603929,36516779,negative,,0
21603917,21603929,37219863,negative,,0
21603756,21603896,37219907,negative,,0
21602338,21603925,35909571,negative,,0
21601392,21603896,36110015,negative,,0
21603905,43534821,35708164,negative,,0
21602700,21602737,35506673,negative,,0
21603761,21603929,36110552,negative,,0
21600664,21602735,35708208,negative,,0
21603756,21603912,35809115,negative,,0
21601518,21603980,37622449,negative,,0
21604757,21604762,35204948,negative,,0
21602735,21603929,35909594,negative,,0
21600816,21603909,35809054,negative,,0
21603718,21603929,35204948,negative,,0
21603967,21603980,36009754,negative,,0
21601423,21603909,35809079,negative,,0
21602085,21603925,36110888,negative,,0
21601518,21602735,36315575,negative,,0
21601423,21603929,35708067,negative,,0
21602338,21603925,35909513,negative,,0
21600663,21602735,35809327,negative,,0
21601423,21603929,35104405,negative,,0
21601390,21601399,36111031,negative,,0
21602485,21604749,35909443,negative,,0
21602338,21603082,36617948,negative,,0
21603718,21603924,35909625,negative,,0
21600096,21603497,42889536,negative,,0
21600493,21604714,788256,negative,,0
21601399,21603924,37622529,negative,,0
21602820,21603917,37220005,negative,,0
21604422,21604431,36919235,negative,,0
21600493,21604348,36313550,negative,,0
21600303,21604344,36311983,negative,,0
21602735,21601423,36516786,negative,,0
21603967,21604431,35809327,negative,,0
21604272,21604344,35506628,negative,,0
21604344,21604348,36312573,negative,,0
21602735,21601435,35104877,negative,,0
21600096,21600493,36416606,negative,,0
21601518,21601747,37622529,negative,,0
21602338,21603896,35909505,negative,,0
21602256,21603917,35843700,negative,,0
21600816,21601129,35708208,negative,,0
21600096,21602978,35909443,negative,,0
21601428,21601435,35104871,negative,,0
21601390,21603800,37219907,negative,,0
21601435,21605271,36211181,negative,,0
21603908,21603929,45885570,negative,,0
21601518,21604571,35708093,negative,,0
21600083,21603497,35708093,negative,,0
21602102,21602737,36416599,negative,,0
21600535,21604344,35104877,negative,,0
21604272,21604433,36416500,negative,,0
21603967,21603980,36516833,negative,,0
21600732,21601161,42889536,negative,,0
21604422,21604562,36718353,negative,,0
21601394,21603732,35737628,negative,,0
21600096,21604433,35205345,negative,,0
21602735,21603911,35809005,negative,,0
21600505,21601392,35708093,negative,,0
21604348,21603448,37219905,negative,,0
21601390,21601431,35104199,negative,,0
21603082,21601390,35809054,negative,,0
21600399,21604714,36315381,negative,,0
21604422,21604431,35809079,negative,,0
21600493,21604571,36516959,negative,,0
21604432,21604440,35809327,negative,,0
21602730,21603929,35104074,negative,,0
21603929,21604889,35708154,negative,,0
21604571,21603448,35809115,negative,,0
21602102,21601435,35707920,negative,,0
21602737,21603909,35708202,negative,,0
21601435,40253398,37622455,negative,,0
21603168,21603173,35809330,negative,,0
21603908,21603929,35708156,negative,,0
21602737,21601435,36313573,negative,,0
21603929,21604571,37622455,negative,,0
21602256,21602735,36110552,negative,,0
21604562,21604757,36918858,negative,,0
21601435,21603738,35707713,negative,,0
21604436,21603312,36776613,negative,,0
21600575,21604714,36918858,negative,,0
21600083,21604422,36776613,negative,,0
21600505,21603607,35809207,negative,,0
21603896,21603924,35104877,negative,,0
21604562,21604714,36919231,negative,,0
21604559,21604714,36919031,negative,,0
21602085,21603131,42890355,negative,,0
21603896,21603925,35104113,negative,,0
21600303,21603312,35708154,negative,,0
21604544,21604562,36718193,negative,,0
21602256,21603911,36313524,negative,,0
21602734,21603925,36009901,negative,,0
21601423,21603929,36110736,negative,,0
21604543,21604559,36211492,negative,,0
21602737,21604571,37219907,negative,,0
21603896,21603925,36316195,negative,,0
21603929,21603980,35708208,negative,,0
21602730,21601390,37522220,negative,,0
21604344,21604348,35809120,negative,,0
21601423,21603924,36315575,negative,,0
21602256,21601435,36776613,negative,,0
21601003,21603497,37522220,negative,,0
21602732,21603929,36313476,negative,,0
21604529,21604556,36918858,negative,,0
21602485,21603080,35909449,negative,,0
21601435,21604348,35809054,negative,,0
21601129,21603929,35708124,negative,,0
21600663,21603911,36313153,negative,,0
21604544,21604711,36919235,negative,,0
21602102,21602737,36416550,negative,,0
21601419,21603732,35205230,negative,,0
21602732,21604440,43053854,negative,,0
21604562,21604714,35809327,negative,,0
21604434,21604571,37019318,negative,,0
21604543,21604544,36918912,negative,,0
21604344,21604711,35809243,negative,,0
21601431,21603896,37219897,negative,,0
21601394,21603732,35104339,negative,,0
21600096,21603911,35708156,negative,,0
21601399,21604229,36617310,negative,,0
21604422,21604544,36211462,negative,,0
21602732,21603896,36110974,negative,,0
21603019,21601423,35104877,negative,,0
21603256,21603312,37219810,negative,,0
21601390,21604571,35708642,negative,,0
21604348,21603448,36918984,negative,,0
21602898,21604402,35205345,negative,,0
21602102,21602737,35506461,negative,,0
21601442,21603929,35707763,negative,,0
21602737,21601423,36110597,negative,,0
21601390,21601423,35104351,negative,,0
21602256,21603911,35809077,negative,,0
21601390,21603929,36718132,negative,,0
21600816,21603448,35708202,negative,,0
21600449,21601518,37219867,negative,,0
21603911,21603917,37420551,negative,,0
21604431,21604590,36919235,negative,,0
21601423,21603929,35707930,negative,,0
21601390,21605270,35104883,negative,,0
21601423,21601428,35104298,negative,,0
21601747,21603924,35809054,negative,,0
21601407,21601435,35104877,negative,,0
21602730,21601390,36313534,negative,,0
21602256,21603911,42890633,negative,,0
21602737,21601423,36110630,negative,,0
21603756,21603448,37522220,negative,,0
21602734,21603896,36316186,negative,,0
21603718,21603761,37522220,negative,,0
21604344,21604571,43053854,negative,,0
21603718,21603925,35809327,negative,,0
21603896,21603925,36316194,negative,,0
21602732,21604272,36313524,negative,,0
21602734,21603925,37219907,negative,,0
21602735,21603908,36516812,negative,,0
21601129,21603908,35809323,negative,,0
21601394,21603718,35205038,negative,,0
21600493,21604260,36718132,negative,,0
21601423,21603929,35104490,negative,,0
21604417,21604437,35809327,negative,,0
21601390,21601423,36110229,negative,,0
21604556,21604562,36919068,negative,,0
21602256,21603911,37320198,negative,,0
21600083,21600604,35809054,negative,,0
21602338,21603929,35104243,negative,,0
21601435,21603929,35809082,negative,,0
21602732,21603929,36416595,negative,,0
21601129,21603909,36110649,negative,,0
21601003,21602653,37219868,negative,,0
21603718,21603748,37219865,negative,,0
21601394,21601435,36416606,negative,,0
21601390,21601399,36110922,negative,,0
21603912,21603929,36009833,negative,,0
21602256,21604344,36211496,negative,,0
21600096,21603911,36416606,negative,,0
21601390,21603929,35707714,negative,,0
21604433,21604436,36718534,negative,,0
21603929,21604344,36416606,negative,,0
21600096,21602256,35708093,negative,,0
21603756,21603896,35809115,negative,,0
21602485,21604344,36918858,negative,,0
21603898,21603921,35708202,negative,,0
21603312,21603356,36718379,negative,,0
21604711,21604757,36718132,negative,,0
21602295,21603497,36718382,negative,,0
21600663,21603908,37420551,negative,,0
21600083,21602485,35909452,negative,,0
21600098,21601161,37622529,negative,,0
21604431,21604566,35809327,negative,,0
21604544,21604562,36919235,negative,,0
21603929,21604889,36516818,negative,,0
21602737,21601390,36718500,negative,,0
21601428,21603929,37622462,negative,,0
21602338,21602734,36009895,negative,,0
21600083,21602734,35809054,negative,,0
21604415,21604559,36919098,negative,,0
21602338,21603925,36110878,negative,,0
21602732,21603896,43562827,negative,,0
21600100,21602978,35708202,negative,,0
21600083,21603927,36315575,negative,,0
21600448,21602648,37521007,negative,,0
21600575,21603356,35708202,negative,,0
21602734,21601431,36009895,negative,,0
21601435,21604344,35809054,negative,,0
21602735,21601399,36617310,negative,,0
21601435,21603929,36211481,negative,,0
21603929,21603607,35708154,negative,,0
21603917,21604643,37220005,negative,,0
21602730,40253398,35708642,negative,,0
21602295,21602302,37320257,negative,,0
21602289,21602295,36211464,negative,,0
21602102,21601423,36313436,negative,,0
21602730,21601423,35909571,negative,,0
21600493,21603929,35708202,negative,,0
21601423,21603908,35809011,negative,,0
21602096,21604857,36315575,negative,,0
21601390,21603718,36110922,negative,,0
21602096,21604857,37320215,negative,,0
21602732,21604344,36110715,negative,,0
21601423,21603929,36718537,negative,,0
21603924,21603925,36313176,negative,,0
21603909,21603917,36516802,negative,,0
21600448,21601534,36314117,negative,,0
21601390,21601435,37219897,negative,,0
21604566,21604574,36110597,negative,,0
21601466,21604711,36211492,negative,,0
21603967,21603968,35909445,negative,,0
21604122,21604436,35204966,negative,,0
21602256,21603911,35708066,negative,,0
21604344,21603448,35708609,negative,,0
21601747,21604718,35204928,negative,,0
